dttm,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
2015-01-11 15:00:00+01:00,291.25,291.25,291.25,1023,50,1,256,0,0,0,8,800,clear,sky is clear,"02d",542,0,0,3758,1899,211,0,0,0,1965,635,788,0,5042,82,62,1334,255,0,12171,1672,12170,23696,23377,24.14,52.08
2015-01-11 16:00:00+01:00,289.27,289.27,289.27,1024,65,1,256,0,0,0,8,800,clear,sky is clear,"02d",544,0,0,4071,1859,210,0,0,0,1934,633,1009,0,5042,82,60,860,251,0,12258,880,12143,23021,23037,24.65,52.05
2015-01-11 17:00:00+01:00,288.96,288.96,288.96,1025,65,1,102,0,0,0,8,800,clear,sky is clear,"02d",553,0,0,3982,1982,210,0,0,0,1284,631,909,0,5042,83,62,254,262,0,12239,354,12239,23123,23049,31,55.59
2015-01-11 18:00:00+01:00,287.346,287.346,287.346,1028,74,1,175,0,0,0,4,500,rain,light rain,"10",570,0,0,3682,2327,211,0,0,0,453,651,1445,0,5041,83,69,57,270,0,12399,42,12185,25036,25259,41.7,77.6
2015-01-11 19:00:00+01:00,286.953,286.953,286.953,1028,70,2,34,0,0,0,2,800,clear,sky is clear,"2",567,0,0,3508,2424,214,0,0,0,140,674,1753,0,5043,84,69,54,279,0,12793,10,12613,26555,26520,50.34,80.36
2015-01-11 20:00:00+01:00,285.95,285.95,285.95,1029,73,2,0,0,0,0,0,800,clear,sky is clear,"01n",559,0,0,3506,2193,213,0,0,0,149,665,1741,0,5043,84,70,55,281,0,12806,0,12869,26981,27123,46.48,82.29
2015-01-11 21:00:00+01:00,285.55,285.55,285.55,1030,47,1,315,0,0,0,32,802,clouds,scattered clouds,"03n",545,0,0,3375,2114,214,0,0,0,460,652,1660,0,5045,84,69,34,272,0,12675,5,12678,27054,27025,40,82.47
2015-01-11 22:00:00+01:00,285.15,285.15,285.15,1030,54,1,337,0,0,0,32,802,clouds,scattered clouds,"03n",554,0,0,3606,1960,213,0,0,0,673,632,1512,0,5045,84,68,31,273,0,12677,7,12606,25990,25889,36.9,78.06
2015-01-11 23:00:00+01:00,284.67,284.67,284.67,1030,70,1,337,0,0,0,64,803,clouds,broken clouds,"04n",537,0,0,3758,1727,206,0,0,0,1168,629,759,0,5046,85,69,31,272,0,12580,3,12571,23997,23940,32.79,70.13
2015-01-12 00:00:00+01:00,284.25,284.25,284.25,1030,72,1,337,0,0,0,64,803,clouds,broken clouds,"04n",468,917,0,6789,7023,401,0,0,0,290,839,2221,0,5370,89,67,44,234,0,1661,21,1683,27051,27085,66.17,60.81
2015-01-12 01:00:00+01:00,284.15,284.15,284.15,1030,74,1,337,0,0,0,64,803,clouds,broken clouds,"04n",444,942,0,6012,7141,386,0,0,0,499,772,1075,0,5398,89,66,42,231,0,1436,18,1488,25157,25272,61.57,58.27
2015-01-12 02:00:00+01:00,284.35,284.35,284.35,1029,78,1,292,0,0,0,0,800,clear,sky is clear,"01n",425,926,0,5459,7128,380,0,0,0,686,742,692,0,5428,88,65,42,229,0,1350,8,1316,24059,24121,56.7,53.65
2015-01-12 03:00:00+01:00,283.65,283.65,283.65,1029,83,2,260,0,0,0,0,800,clear,sky is clear,"01n",446,942,0,5248,7102,378,0,0,0,771,673,459,0,5452,89,66,42,227,0,1386,15,1361,23630,23626,54.5,51.95
2015-01-12 04:00:00+01:00,283.55,283.55,283.55,1030,85,1,337,0,0,0,0,800,clear,sky is clear,"01n",463,928,0,5409,7019,375,0,0,0,854,666,471,0,5452,90,66,42,224,0,1349,11,1345,23522,23572,53.96,51.4
2015-01-12 05:00:00+01:00,282.85,282.85,282.85,1029,84,3,285,0,0,0,0,800,clear,sky is clear,"01n",467,899,0,5644,7060,378,0,0,0,712,695,500,0,5452,90,67,42,229,0,1286,11,1272,24139,24070,56.7,52.93
2015-01-12 06:00:00+01:00,282.25,282.25,282.25,1029,82,1,292,0,0,0,0,800,clear,sky is clear,"01n",470,935,0,6915,7071,379,0,0,0,405,770,1177,0,5459,90,66,42,226,0,1263,13,1265,26643,26787,62.69,58.8
2015-01-12 07:00:00+01:00,282.54,282.54,282.54,1029,58,1,270,0,0,0,0,800,clear,sky is clear,"01n",464,939,0,8118,7159,399,0,0,0,34,821,3669,0,5465,92,67,45,224,0,1266,31,1283,31303,31511,69.37,70.52
2015-01-12 08:00:00+01:00,280.77,280.77,280.77,1029,73,3,285,0,0,0,0,800,clear,sky is clear,"01n",478,939,0,8974,7140,417,0,0,0,2,844,5393,0,5464,98,66,157,226,0,1237,188,1251,34166,34046,68,75.72
2015-01-12 09:00:00+01:00,284.26,284.26,284.26,1029,50,1,67,0,0,0,0,800,clear,sky is clear,"01d",484,942,0,9546,7148,411,0,0,0,48,868,4942,0,5465,106,63,1104,219,0,1205,1051,1217,34902,34876,70.5,81.92
2015-01-12 10:00:00+01:00,286.66,286.66,286.66,1029,48,4,280,0,0,0,0,800,clear,sky is clear,"01d",483,929,0,9728,7214,415,0,0,0,311,857,4414,0,5464,100,61,2190,228,0,1196,2116,1164,35302,35093,70.5,85.63
2015-01-12 11:00:00+01:00,286.26,286.26,286.26,1029,46,3,247,0,0,0,0,800,clear,sky is clear,"01d",479,939,0,9668,7290,421,0,0,0,417,849,3815,0,5469,100,66,3012,229,0,1146,2841,1079,34926,34588,68.5,86.76
2015-01-12 12:00:00+01:00,286.57,286.57,286.57,1029,47,2,247,0,0,0,0,800,clear,sky is clear,"01d",479,940,0,9752,7311,425,0,0,0,417,842,3429,0,5466,96,70,3262,231,0,1170,3487,1025,34461,34347,67.2,82.78
2015-01-12 13:00:00+01:00,288.46,288.46,288.46,1027,46,4,247,0,0,0,0,800,clear,sky is clear,"01d",479,939,0,9860,7419,431,0,0,0,247,827,3114,0,5468,95,70,3208,231,0,1210,3466,1233,34077,34146,66.46,76.7
2015-01-12 14:00:00+01:00,288.45,288.45,288.45,1026,55,5,247,0,0,0,0,800,clear,sky is clear,"01d",474,939,0,9443,7389,433,0,0,0,2,832,2553,0,5467,96,68,3027,227,0,1034,3264,1101,32951,32884,64.76,74.35
2015-01-12 15:00:00+01:00,288.66,288.66,288.66,1026,59,6,247,0,0,0,0,800,clear,sky is clear,"01d",474,939,0,9672,7403,424,0,0,0,2,831,2572,0,5467,98,68,2630,229,0,924,2491,961,32532,32422,64.76,73.6
2015-01-12 16:00:00+01:00,288.75,288.75,288.75,1025,68,5,247,0,0,0,0,800,clear,sky is clear,"01d",482,942,0,10336,7443,423,0,0,0,2,839,2985,0,5468,91,69,1615,229,0,905,1548,885,32380,32502,65.23,74.74
2015-01-12 17:00:00+01:00,288.35,288.35,288.35,1025,70,6,270,0,0,0,0,800,clear,sky is clear,"01d",483,942,0,11171,7430,421,0,0,0,1,849,4305,0,5469,92,70,422,231,0,1091,817,994,33392,33509,66.5,76.34
2015-01-12 18:00:00+01:00,287.95,287.95,287.95,1025,70,4,247,0,0,0,0,800,clear,sky is clear,"01n",488,937,0,12227,7369,422,0,0,0,1,871,5946,0,5470,91,77,86,234,0,1110,333,1212,36018,35896,72.5,84.23
2015-01-12 19:00:00+01:00,287.75,287.75,287.75,1025,43,3,247,0,0,0,0,800,clear,sky is clear,"01n",488,940,0,12415,7374,420,0,0,0,2,872,5661,0,5471,89,76,63,235,0,1051,53,1088,36757,36615,72.58,87.72
2015-01-12 20:00:00+01:00,287.17,287.17,287.17,1026,46,3,247,0,0,0,0,800,clear,sky is clear,"01n",488,941,0,12532,7372,419,0,0,0,2,883,5548,0,5471,88,76,56,234,0,1175,0,1135,36901,36704,72.07,86.54
2015-01-12 21:00:00+01:00,286.55,286.55,286.55,1026,50,4,270,0,0,0,0,800,clear,sky is clear,"01n",491,939,0,12693,7372,432,0,0,0,2,873,4841,0,5471,90,76,44,235,0,1430,0,1385,35903,35823,68.8,81.3
2015-01-12 22:00:00+01:00,285.95,285.95,285.95,1025,46,1,247,0,0,0,0,800,clear,sky is clear,"01n",489,942,0,10741,7369,435,0,0,0,2,837,4022,0,5472,89,74,42,234,0,1631,21,1642,32853,32932,65.23,69.06
2015-01-12 23:00:00+01:00,286.1,286.1,286.1,1025,50,2,247,0,0,0,0,800,clear,sky is clear,"1",487,928,0,9445,7273,434,0,0,0,38,822,2357,0,5473,89,75,42,235,0,1729,8,1746,29696,29695,63.29,62.43
2015-01-13 00:00:00+01:00,286.25,286.25,286.25,1025,55,2,247,0,0,0,0,800,clear,sky is clear,"01n",514,821,0,4338,6070,275,0,0,0,632,821,1152,0,7104,81,65,32,268,0,8027,4,8097,28161,28033,46.17,55.61
2015-01-13 01:00:00+01:00,286.65,286.65,286.65,1025,58,3,247,0,0,0,0,800,clear,sky is clear,"01n",516,681,0,4087,5834,270,0,0,0,1460,779,748,0,7102,82,63,32,267,0,7668,0,7806,25814,25750,42,52.54
2015-01-13 02:00:00+01:00,286.35,286.35,286.35,1024,70,4,247,0,0,0,68,803,clouds,broken clouds,"04n",519,533,0,4091,5456,270,0,0,0,2013,771,502,0,7103,80,65,32,269,0,7337,0,7376,24609,24517,40.8,50.97
2015-01-13 03:00:00+01:00,286.35,286.35,286.35,1024,71,3,270,0,0,0,68,803,clouds,broken clouds,"04n",515,515,0,4062,5421,270,0,0,0,2479,756,493,0,7103,81,65,32,270,0,6970,1,7098,24062,23911,39.69,49.57
2015-01-13 04:00:00+01:00,286.15,286.15,286.15,1023,75,3,270,0,0,0,68,803,clouds,broken clouds,"04n",515,520,0,3893,5325,274,0,0,0,2608,740,584,0,7102,83,63,32,271,0,6966,3,6814,23903,23876,39.2,48.74
2015-01-13 05:00:00+01:00,286.15,286.15,286.15,1023,75,3,247,0,0,0,68,803,clouds,broken clouds,"04n",515,548,0,4020,5466,274,0,0,0,2466,745,586,0,7103,83,65,32,269,0,6890,1,6962,24462,24445,40,49.56
2015-01-13 06:00:00+01:00,286.35,286.35,286.35,1023,74,3,270,0,0,0,80,803,clouds,broken clouds,"04n",520,648,0,4233,5735,277,0,0,0,1181,754,792,0,7104,83,65,32,269,0,6853,1,6887,27029,27027,44.93,53.96
2015-01-13 07:00:00+01:00,286.25,286.25,286.25,1022,77,3,315,0,0,0,80,803,clouds,broken clouds,"04n",518,921,0,4919,6706,288,0,0,0,134,794,1918,0,7102,84,63,37,269,0,6849,9,6901,31669,31924,58.34,65.89
2015-01-13 08:00:00+01:00,286.65,286.65,286.65,1022,77,2,292,0,0,0,92,804,clouds,overcast clouds,"04d",520,962,0,5981,7228,334,0,0,0,0,956,3437,0,7102,85,64,56,267,0,6964,61,6887,35277,35351,62.2,73.97
2015-01-13 09:00:00+01:00,286.85,286.85,286.85,1023,72,3,270,0,0,0,92,804,clouds,overcast clouds,"04d",527,969,0,5959,7103,335,0,0,0,1,977,4103,0,7101,84,64,516,261,0,6922,650,7022,36330,36288,66.2,78.25
2015-01-13 10:00:00+01:00,286.95,286.95,286.95,1023,72,2,247,0,0,0,92,804,clouds,overcast clouds,"04d",526,971,0,5995,7075,338,0,0,0,0,930,4118,0,7101,84,63,1475,268,0,6320,1695,6650,36982,36612,68.52,83.44
2015-01-13 11:00:00+01:00,287.65,287.65,287.65,1022,72,5,202,0,0,0,76,803,clouds,broken clouds,"04d",502,908,0,5992,6823,335,0,0,0,47,936,4358,0,7102,78,64,2284,267,0,5670,2715,5847,36787,36296,66.49,81.74
2015-01-13 12:00:00+01:00,288.05,288.05,288.05,1022,72,5,225,0,0,0,76,803,clouds,broken clouds,"04d",505,945,0,5882,6933,349,0,0,0,1,935,3403,0,7101,77,69,2857,270,0,5901,3317,5519,36279,35645,63.31,78.22
2015-01-13 13:00:00+01:00,288.75,288.75,288.75,1020,73,4,247,0,0,0,76,803,clouds,broken clouds,"04d",517,963,0,5626,7080,353,0,0,0,0,947,2513,0,7099,76,76,3217,271,0,6300,3422,6002,35781,35172,61.84,74.18
2015-01-13 14:00:00+01:00,288.75,288.75,288.75,1019,72,5,247,0,0,0,76,803,clouds,broken clouds,"04d",517,925,0,5445,7024,350,0,0,0,2,926,1298,0,7099,77,75,3253,266,0,6635,3350,6334,34485,33895,57.46,69.45
2015-01-13 15:00:00+01:00,288.95,288.95,288.95,1019,76,5,202,0,0,0,0,800,clear,sky is clear,"01d",519,954,0,5399,7030,349,0,0,0,0,938,1290,0,7098,81,76,3084,264,0,6481,3012,6593,33826,33283,57.59,69.58
2015-01-13 16:00:00+01:00,288.95,288.95,288.95,1019,79,5,247,0,0,0,0,800,clear,sky is clear,"01d",533,922,0,5903,7022,358,0,0,0,81,959,1538,0,7098,83,76,2475,268,0,6184,2280,6291,33745,33030,60.69,72.97
2015-01-13 17:00:00+01:00,288.65,288.65,288.65,1019,82,5,247,0,0,0,0,800,clear,sky is clear,"01d",538,954,0,7059,7085,361,0,0,0,1,1013,2660,0,7097,83,77,1187,271,0,5758,1292,5959,34067,33542,62.56,75.59
2015-01-13 18:00:00+01:00,288.55,288.55,288.55,1018,82,7,247,0,0,0,0,800,clear,sky is clear,"01n",535,932,0,8464,7068,359,0,0,0,0,1072,4544,0,7098,84,76,303,263,0,5607,437,5636,36388,35944,67.11,86.26
2015-01-13 19:00:00+01:00,288.05,288.05,288.05,1018,82,5,247,0,0,0,0,800,clear,sky is clear,"01n",548,948,0,8877,7241,350,0,0,0,0,1077,5834,0,7098,83,81,98,266,0,5656,4,5604,37797,37553,70.2,88.57
2015-01-13 20:00:00+01:00,287.07,287.07,287.07,1018,75,6,247,0,0,0,12,801,clouds,few clouds,"02n",548,971,0,9161,7257,350,0,0,0,0,1130,5939,0,7098,83,79,80,275,0,5789,8,5820,37691,37604,69.1,87.32
2015-01-13 21:00:00+01:00,286.55,286.55,286.55,1018,74,3,247,0,0,0,12,801,clouds,few clouds,"02n",546,982,0,9945,7274,345,0,0,0,0,1154,5030,0,7097,84,78,44,275,0,5689,16,5901,36952,36831,63.89,80.78
2015-01-13 22:00:00+01:00,285.55,285.55,285.55,1018,62,6,247,0,0,0,12,801,clouds,few clouds,"02n",537,965,0,9364,7231,350,0,0,0,0,1084,2885,0,7099,80,75,44,271,0,5676,11,5718,34327,33972,61.84,77.41
2015-01-13 23:00:00+01:00,285.57,285.57,285.57,1019,64,2,315,0,0,0,12,801,clouds,few clouds,"02n",532,959,0,6989,7192,346,0,0,0,90,1048,1883,0,7099,80,76,35,270,0,5925,6,5770,31228,30733,54.96,67
2015-01-14 00:00:00+01:00,285.25,285.25,285.25,1018,50,5,254,0,0,0,20,801,clouds,few clouds,"02n",528,884,0,5673,6948,287,0,0,0,771,985,1290,0,7098,80,71,28,270,0,6174,1,5993,28401,28057,48.04,60.23
2015-01-14 01:00:00+01:00,284.95,284.95,284.95,1018,50,5,254,0,0,0,20,801,clouds,few clouds,"02n",531,809,0,4462,6121,282,0,0,0,964,841,539,0,7099,80,71,28,269,0,6637,3,6256,25944,25764,43.22,54.69
2015-01-14 02:00:00+01:00,283.47,283.47,283.47,1018,56,5,275,0,0,0,48,802,clouds,scattered clouds,"03n",535,615,0,4247,5281,283,0,0,0,1264,829,517,0,7100,80,72,27,269,0,6808,1,6577,24597,24495,43.05,53.88
2015-01-14 03:00:00+01:00,283.45,283.45,283.45,1018,57,1,0,0,0,0,48,802,clouds,scattered clouds,"03n",530,555,0,4314,5202,283,0,0,0,1868,832,601,0,7099,80,71,27,269,0,6744,1,6625,24158,23887,43.21,53.19
2015-01-14 04:00:00+01:00,284.75,284.75,284.75,1019,57,2,67,0,0,0,48,802,clouds,scattered clouds,"03n",524,539,0,4325,5267,280,0,0,0,1966,827,602,0,7098,80,71,27,260,0,6780,0,6428,24076,23892,43.05,52.57
2015-01-14 05:00:00+01:00,285.05,285.05,285.05,1019,68,2,22,0,0,0,0,800,clear,sky is clear,"01n",524,585,0,4519,5587,277,0,0,0,1922,824,805,0,7098,80,72,27,257,0,6224,0,6395,24612,24438,46.83,57.13
2015-01-14 06:00:00+01:00,284.95,284.95,284.95,1019,70,1,22,0,0,0,0,800,clear,sky is clear,"01n",532,754,0,4877,6404,281,0,0,0,935,840,1226,0,7096,80,71,27,255,0,5424,0,5557,27154,27040,60.69,70.06
2015-01-14 07:00:00+01:00,284.85,284.85,284.85,1020,75,3,272,0,0,0,0,800,clear,sky is clear,"01n",540,832,0,5742,7072,324,0,0,0,8,905,3538,0,7097,84,70,32,269,0,4958,2,4933,32225,31798,68.03,76.53
2015-01-14 08:00:00+01:00,284.85,284.85,284.85,1021,81,1,337,0,0,0,0,800,clear,sky is clear,"01d",539,974,0,6583,7498,343,0,0,0,0,1021,5459,0,7097,90,71,39,276,0,4773,58,4636,35671,35150,71.46,83.97
2015-01-14 09:00:00+01:00,284.65,284.65,284.65,1021,79,3,289,0,0,0,0,800,clear,sky is clear,"01d",535,981,0,6658,7571,345,0,0,0,1,991,5677,0,7097,92,70,411,282,0,4645,497,4658,36366,35953,78.9,92.24
2015-01-14 10:00:00+01:00,287.26,287.26,287.26,1022,52,1,67,0,0,0,0,800,clear,sky is clear,"01d",507,980,0,6920,7581,347,0,0,0,0,1034,5342,0,7098,91,70,1258,283,0,4425,1345,4549,36501,36439,81.12,97.95
2015-01-14 11:00:00+01:00,288.56,288.56,288.56,1023,47,2,157,0,0,0,0,800,clear,sky is clear,"01d",530,786,0,6651,7230,351,0,0,0,0,1020,5628,0,7099,90,72,1960,284,0,4302,2281,4313,36304,36048,77.15,94.52
2015-01-14 12:00:00+01:00,288.25,288.25,288.25,1023,54,2,202,0,0,0,0,800,clear,sky is clear,"01d",534,868,0,6661,7472,352,0,0,0,0,1085,4730,0,7099,88,75,2480,276,0,4677,2895,4447,35821,35561,71.15,86.31
2015-01-14 13:00:00+01:00,288.85,288.85,288.85,1021,65,1,247,0,0,0,0,800,clear,sky is clear,"01d",533,940,0,6446,7568,359,0,0,0,1,1031,4199,0,7099,87,73,2688,272,0,5121,3159,5041,35422,35186,68.25,79.91
2015-01-14 14:00:00+01:00,289.56,289.56,289.56,1021,56,1,247,0,0,0,0,800,clear,sky is clear,"01d",528,966,0,6415,7573,362,0,0,0,0,1100,2791,0,7099,83,71,2683,272,0,5330,3111,5388,34070,33909,63.89,76.06
2015-01-14 15:00:00+01:00,288.77,288.77,288.77,1021,61,1,247,0,0,0,0,800,clear,sky is clear,"01d",516,921,0,6723,7557,360,0,0,0,0,1065,2188,0,7098,79,73,2420,271,0,5528,2643,5530,33419,33322,63.01,75.64
2015-01-14 16:00:00+01:00,288.05,288.05,288.05,1021,64,2,247,0,0,0,0,800,clear,sky is clear,"01d",518,978,0,6275,7568,352,0,0,0,0,1082,2937,0,7099,81,76,2003,265,0,5518,1871,5641,33189,33330,64.89,77.09
2015-01-14 17:00:00+01:00,287.25,287.25,287.25,1021,70,1,157,0,0,0,32,802,clouds,scattered clouds,"03d",525,970,0,6931,7593,352,0,0,0,0,1068,3782,0,7099,88,76,905,264,0,5440,830,5604,33748,33811,67.11,79.62
2015-01-14 18:00:00+01:00,286.35,286.35,286.35,1022,74,2,207,0,0,0,0,800,clear,sky is clear,"01n",531,981,0,8088,7589,353,0,0,0,0,1100,4836,0,7099,89,75,213,255,0,5806,285,5888,36210,36114,69.96,88.06
2015-01-14 19:00:00+01:00,286.05,286.05,286.05,1022,75,1,292,0,0,0,0,800,clear,sky is clear,"01n",531,982,0,8441,7602,356,0,0,0,0,1090,5574,0,7100,82,80,112,254,0,6321,31,6335,38021,37535,70.52,88.75
2015-01-14 20:00:00+01:00,285.85,285.85,285.85,1021,81,1,315,0,0,0,0,800,clear,sky is clear,"01n",540,976,0,8539,7578,355,0,0,0,0,1084,5207,0,7101,84,80,79,265,0,6901,11,6924,38219,37633,68.75,86.91
2015-01-14 21:00:00+01:00,285.85,285.85,285.85,1021,82,1,315,0,0,0,0,800,clear,sky is clear,"01n",527,966,0,8809,7560,347,0,0,0,0,1081,3599,0,7102,90,80,32,265,0,7571,22,7523,37223,36809,62.99,79.91
2015-01-14 22:00:00+01:00,285.95,285.95,285.95,1021,82,2,247,0,0,0,0,800,clear,sky is clear,"01n",504,961,0,6398,7474,346,0,0,0,0,1028,3038,0,7102,82,79,31,265,0,7913,15,8025,34534,33939,55,70.11
2015-01-14 23:00:00+01:00,286.25,286.25,286.25,1020,81,1,247,0,0,0,0,800,clear,sky is clear,"01n",501,890,0,4840,6948,339,0,0,0,33,1011,1374,0,7102,80,78,31,261,0,8204,0,8085,31369,30630,45.67,59.27
2015-01-15 00:00:00+01:00,285.85,285.85,285.85,1020,80,1,247,0,0,0,0,800,clear,sky is clear,"01n",499,792,0,3825,6296,286,0,0,0,878,924,972,0,7105,80,72,31,263,0,8374,4,8424,28158,27865,39,49.14
2015-01-15 01:00:00+01:00,285.55,285.55,285.55,1019,76,2,247,0,0,0,0,800,clear,sky is clear,"01n",494,730,0,3485,5599,276,0,0,0,2130,795,993,0,7103,80,72,31,257,0,8407,0,8463,25897,25617,35,45.38
2015-01-15 02:00:00+01:00,285.65,285.65,285.65,1018,72,3,247,0,0,0,0,800,clear,sky is clear,"01n",464,553,0,3466,4801,293,0,0,0,2655,798,694,0,7103,79,72,31,257,0,8338,0,8402,24636,24269,34.73,43.68
2015-01-15 03:00:00+01:00,285.55,285.55,285.55,1017,69,3,247,0,0,0,0,800,clear,sky is clear,"01n",464,573,0,3536,4487,296,0,0,0,3060,821,604,0,7103,80,73,31,257,0,8323,0,8319,23966,23940,33.04,42.49
2015-01-15 04:00:00+01:00,285.35,285.35,285.35,1017,65,3,247,0,0,0,0,800,clear,sky is clear,"01n",463,567,0,3469,4427,294,0,0,0,3124,824,555,0,7104,80,71,31,263,0,8080,1,8337,23884,23762,32.25,40.7
2015-01-15 05:00:00+01:00,286.26,286.26,286.26,1016,49,4,270,0,0,0,0,800,clear,sky is clear,"01n",465,602,0,3424,4933,297,0,0,0,2926,819,520,0,7104,79,68,31,264,0,7901,1,8093,24391,24485,33,41.48
2015-01-15 06:00:00+01:00,286.05,286.05,286.05,1015,50,3,247,0,0,0,0,800,clear,sky is clear,"01n",496,626,0,3446,5435,299,0,0,0,1776,819,730,0,7102,78,70,31,261,0,8032,1,7992,26919,26919,38,46.24
2015-01-15 07:00:00+01:00,285.35,285.35,285.35,1015,53,3,247,0,0,0,0,800,clear,sky is clear,"01n",493,854,0,4156,6129,303,0,0,0,260,861,1230,0,7099,83,70,33,261,0,8288,21,8186,31770,31608,48.62,56.67
2015-01-15 08:00:00+01:00,285.55,285.55,285.55,1015,49,5,247,0,0,0,0,800,clear,sky is clear,"01d",505,949,0,4660,6488,341,0,0,0,0,894,2650,0,7073,80,70,50,263,0,8799,73,8689,35369,34804,57.59,69.9
2015-01-15 09:00:00+01:00,286.25,286.25,286.25,1015,47,3,247,0,0,0,0,800,clear,sky is clear,"01d",501,961,0,4292,6525,345,0,0,0,0,935,3255,0,7065,57,71,562,242,0,9263,567,9166,36242,35815,63.01,76.22
2015-01-15 10:00:00+01:00,286.56,286.56,286.56,1014,53,3,202,0,0,0,0,800,clear,sky is clear,"01d",485,979,0,4529,6524,345,0,0,0,1,955,3233,0,7066,56,72,1336,246,0,9169,1397,9423,36975,36260,64,79.18
2015-01-15 11:00:00+01:00,287.85,287.85,287.85,1014,64,5,270,0,0,0,8,800,clear,sky is clear,"02d",487,786,0,4674,6312,362,0,0,0,0,988,2520,0,7066,54,75,1984,242,0,9300,2191,9164,36838,35996,62.01,77.66
2015-01-15 12:00:00+01:00,288.25,288.25,288.25,1013,73,6,247,0,0,0,8,800,clear,sky is clear,"02d",483,794,0,4448,6248,362,0,0,0,79,1006,1811,0,7085,59,73,2287,260,0,9645,2556,9595,36431,35539,54.87,70.25
2015-01-15 13:00:00+01:00,288.55,288.55,288.55,1012,71,5,247,0,0,0,8,800,clear,sky is clear,"02d",484,939,0,4227,6270,363,0,0,0,1,1112,1621,0,7099,75,74,2274,257,0,9606,2640,9905,36047,35240,45.3,57.96
2015-01-15 14:00:00+01:00,288.95,288.95,288.95,1011,76,5,225,0,0,0,0,800,clear,sky is clear,"01d",488,904,0,3997,6044,362,0,0,0,190,1007,1335,0,7100,78,74,2062,266,0,9890,2457,9694,34655,34028,41.35,54.4
2015-01-15 15:00:00+01:00,289.25,289.25,289.25,1011,79,4,247,0,0,0,0,800,clear,sky is clear,"01d",496,848,0,3984,6075,360,0,0,0,266,1128,1256,0,7100,79,72,1593,266,0,10212,1902,10147,34111,33573,40.8,53.87
2015-01-15 16:00:00+01:00,288.75,288.75,288.75,1010,82,5,247,0,0,0,0,800,clear,sky is clear,"01d",469,940,0,4217,6046,364,0,0,0,195,1038,1482,0,7100,82,74,939,269,0,10274,1181,10370,34190,33637,45.03,57.8
2015-01-15 17:00:00+01:00,288.25,288.25,288.25,1010,79,6,247,0,0,0,0,800,clear,sky is clear,"01d",441,908,0,4651,6197,367,0,0,0,3,1127,2018,0,7099,83,73,287,270,0,10112,454,10246,34596,34151,52.47,65.77
2015-01-15 18:00:00+01:00,287.332,287.332,287.332,1012,84,6,232,0,0,0,0,800,clear,sky is clear,"1",488,950,0,4743,6449,366,0,0,0,0,1197,3590,0,7100,89,75,67,273,0,10081,61,10109,36820,36202,61.69,78.95
2015-01-15 19:00:00+01:00,287.354,287.354,287.354,1011,83,5,235,0,0,0,3,800,clear,sky is clear,"2",513,962,0,4721,6607,367,0,0,0,0,1267,4371,0,7100,85,79,62,265,0,10678,11,10483,38704,37469,63.43,80.36
2015-01-15 20:00:00+01:00,286.279,286.279,286.279,1013,89,5,218,0,0,0,2,800,clear,sky is clear,"2",518,962,0,4838,6641,369,0,0,0,0,1272,4037,0,7101,81,77,61,269,0,11114,11,11013,38572,37299,62.01,79.38
2015-01-15 21:00:00+01:00,286.145,286.145,286.145,1012,90,5,218,0,0,0,5,800,clear,sky is clear,"2",528,920,0,4699,6395,343,0,0,0,1,1250,2885,0,7102,82,80,59,269,0,11935,3,11527,37657,36325,54.12,70.31
2015-01-15 22:00:00+01:00,286.417,286.417,286.417,1012,89,5,219,0,0,0,12,801,clouds,few clouds,"2",474,641,0,4354,5720,336,0,0,0,166,1189,2063,0,7100,82,76,59,261,0,12091,3,12069,34804,33848,42.35,56.77
2015-01-15 23:00:00+01:00,286.146,286.146,286.146,1011,91,5,219,0,0,0,13,801,clouds,few clouds,"2",462,530,0,4065,5457,334,0,0,0,971,1085,1609,0,7101,81,75,59,252,0,11295,3,11549,31605,30737,40.13,53.49
2015-01-16 00:00:00+01:00,286.283,286.283,286.283,1011,90,5,220,0,0,0,18,801,clouds,few clouds,"2",508,545,0,3802,4845,297,0,0,0,1748,1085,1126,0,7101,81,72,59,244,0,10525,6,10850,28330,28342,36,45.92
2015-01-16 01:00:00+01:00,287.35,287.35,287.35,1007,81,2,247,0,0,0,24,801,clouds,few clouds,"02n",464,514,0,3627,4589,293,0,0,0,2709,1071,788,0,7101,81,72,59,241,0,9822,0,9975,26071,26119,34,43.7
2015-01-16 02:00:00+01:00,286.27,286.27,286.27,1007,79,1,247,0,0,0,20,801,clouds,few clouds,"02n",480,510,0,3602,4223,292,0,0,0,3132,1065,644,0,7101,81,73,59,248,0,9202,0,9267,24619,24683,33.04,42.91
